"","DNAglobal1","DNAglobal2","DNAglobal3","DNAglobal4","DNAglobal5","DNAlocal1","DNAlocal2","DNAlocal3","DNAlocal4","DNAlocal5","AAglobal1","AAglobal2","AAglobal3","AAglobal4","AAglobal5","AAlocal1","AAlocal2","AAlocal3","AAlocal4","AAlocal5"
"1",0.170000000000073,0.180000000000064,0.189999999999941,0.159999999999968,0.170000000000073,0.169999999999959,0.170000000000073,0.159999999999968,0.169999999999959,0.150000000000091,0.200000000000045,0.199999999999932,0.200000000000045,0.189999999999941,0.209999999999923,0.200000000000045,0.199999999999932,0.180000000000064,0.210000000000036,0.169999999999845
"2",0.170000000000073,0.170000000000073,0.17999999999995,0.169999999999959,0.170000000000073,0.159999999999968,0.150000000000091,0.159999999999968,0.149999999999977,0.170000000000073,0.200000000000045,0.190000000000055,0.189999999999941,0.200000000000045,0.200000000000045,0.209999999999923,0.200000000000045,0.189999999999827,0.200000000000045,0.190000000000055
"3",0.170000000000073,0.170000000000073,0.169999999999959,0.17999999999995,0.159999999999968,0.169999999999959,0.170000000000073,0.17999999999995,0.169999999999959,0.170000000000073,0.189999999999941,0.200000000000045,0.199999999999932,0.190000000000055,0.200000000000045,0.199999999999932,0.190000000000055,0.190000000000055,0.179999999999836,0.180000000000064
"4",0.150000000000091,0.170000000000073,0.17999999999995,0.149999999999977,0.170000000000073,0.169999999999959,0.170000000000073,0.17999999999995,0.169999999999959,0.17999999999995,0.189999999999941,0.189999999999941,0.180000000000064,0.199999999999932,0.200000000000045,0.200000000000045,0.209999999999923,0.180000000000064,0.200000000000045,0.199999999999818
"5",0.17999999999995,0.170000000000073,0.159999999999968,0.169999999999959,0.170000000000073,0.169999999999959,0.160000000000082,0.169999999999959,0.170000000000073,0.169999999999959,0.180000000000064,0.199999999999932,0.200000000000045,0.209999999999923,0.199999999999932,0.200000000000045,0.190000000000055,0.189999999999827,0.190000000000055,0.200000000000045
"6",0.159999999999968,0.170000000000073,0.169999999999959,0.169999999999959,0.170000000000073,0.149999999999977,0.170000000000073,0.169999999999959,0.160000000000082,0.159999999999968,0.210000000000036,0.209999999999923,0.210000000000036,0.200000000000045,0.209999999999923,0.209999999999923,0.180000000000064,0.200000000000045,0.199999999999818,0.190000000000055
"7",0.169999999999959,0.150000000000091,0.17999999999995,0.169999999999959,0.170000000000073,0.170000000000073,0.170000000000073,0.149999999999977,0.170000000000073,0.17999999999995,0.209999999999923,0.200000000000045,0.209999999999923,0.189999999999941,0.200000000000045,0.189999999999941,0.199999999999818,0.210000000000036,0.190000000000055,0.199999999999818
"8",0.17999999999995,0.170000000000073,0.17999999999995,0.169999999999959,0.160000000000082,0.160000000000082,0.170000000000073,0.17999999999995,0.169999999999959,0.169999999999959,0.200000000000045,0.210000000000036,0.200000000000045,0.209999999999923,0.190000000000055,0.180000000000064,0.190000000000055,0.200000000000045,0.210000000000036,0.210000000000036
"9",0.159999999999968,0.17999999999995,0.17999999999995,0.149999999999977,0.170000000000073,0.170000000000073,0.170000000000073,0.169999999999959,0.159999999999968,0.169999999999959,0.210000000000036,0.189999999999941,0.190000000000055,0.200000000000045,0.199999999999932,0.210000000000036,0.190000000000055,0.180000000000064,0.210000000000036,0.189999999999827
"10",0.169999999999959,0.170000000000073,0.169999999999959,0.169999999999959,0.149999999999977,0.160000000000082,0.17999999999995,0.169999999999959,0.17999999999995,0.17999999999995,0.190000000000055,0.199999999999932,0.189999999999941,0.210000000000036,0.200000000000045,0.189999999999941,0.210000000000036,0.210000000000036,0.200000000000045,0.190000000000055
