"","DNAglobal1","DNAglobal2","DNAglobal3","DNAglobal4","DNAglobal5","DNAlocal1","DNAlocal2","DNAlocal3","DNAlocal4","DNAlocal5","AAglobal1","AAglobal2","AAglobal3","AAglobal4","AAglobal5","AAlocal1","AAlocal2","AAlocal3","AAlocal4","AAlocal5"
"1",0.160000000000082,0.1400000000001,0.150000000000091,0.139999999999873,0.1400000000001,0.160000000000082,0.169999999999845,0.159999999999854,0.150000000000091,0.170000000000073,0.180000000000064,0.159999999999854,0.150000000000091,0.180000000000064,0.169999999999845,0.170000000000073,0.1400000000001,0.1400000000001,0.170000000000073,0.180000000000064
"2",0.139999999999873,0.139999999999873,0.139999999999873,0.139999999999873,0.1400000000001,0.139999999999873,0.1400000000001,0.1400000000001,0.159999999999854,0.150000000000091,0.199999999999818,0.170000000000073,0.169999999999845,0.170000000000073,0.160000000000082,0.149999999999864,0.169999999999845,0.160000000000082,0.169999999999845,0.170000000000073
"3",0.1400000000001,0.1400000000001,0.1400000000001,0.1400000000001,0.139999999999873,0.1400000000001,0.149999999999864,0.1400000000001,0.1400000000001,0.139999999999873,0.190000000000055,0.169999999999845,0.160000000000082,0.170000000000073,0.169999999999845,0.170000000000073,0.150000000000091,0.170000000000073,0.180000000000064,0.169999999999845
"4",0.129999999999882,0.1400000000001,0.139999999999873,0.139999999999873,0.1400000000001,0.179999999999836,0.1400000000001,0.139999999999873,0.130000000000109,0.120000000000118,0.200000000000045,0.180000000000064,0.169999999999845,0.160000000000082,0.170000000000073,0.139999999999873,0.159999999999854,0.169999999999845,0.169999999999845,0.180000000000064
"5",0.160000000000082,0.139999999999873,0.139999999999873,0.1400000000001,0.159999999999854,0.1400000000001,0.139999999999873,0.1400000000001,0.159999999999854,0.139999999999873,0.169999999999845,0.159999999999854,0.170000000000073,0.180000000000064,0.169999999999845,0.160000000000082,0.1400000000001,0.170000000000073,0.170000000000073,0.169999999999845
"6",0.149999999999864,0.1400000000001,0.1400000000001,0.150000000000091,0.1400000000001,0.150000000000091,0.160000000000082,0.119999999999891,0.150000000000091,0.1400000000001,0.190000000000055,0.180000000000064,0.169999999999845,0.170000000000073,0.170000000000073,0.169999999999845,0.169999999999845,0.169999999999845,0.169999999999845,0.160000000000082
"7",0.160000000000082,0.160000000000082,0.139999999999873,0.139999999999873,0.160000000000082,0.190000000000055,0.149999999999864,0.1400000000001,0.160000000000082,0.1400000000001,0.169999999999845,0.169999999999845,0.1400000000001,0.180000000000064,0.169999999999845,0.170000000000073,0.170000000000073,0.170000000000073,0.170000000000073,0.169999999999845
"8",0.159999999999854,0.139999999999873,0.139999999999873,0.1400000000001,0.139999999999873,0.1400000000001,0.160000000000082,0.150000000000091,0.160000000000082,0.139999999999873,0.170000000000073,0.180000000000064,0.149999999999864,0.170000000000073,0.180000000000064,0.159999999999854,0.169999999999845,0.169999999999845,0.170000000000073,0.180000000000064
"9",0.150000000000091,0.130000000000109,0.160000000000082,0.139999999999873,0.1400000000001,0.139999999999873,0.149999999999864,0.129999999999882,0.1400000000001,0.1400000000001,0.169999999999845,0.180000000000064,0.170000000000073,0.169999999999845,0.169999999999845,0.150000000000091,0.170000000000073,0.170000000000073,0.170000000000073,0.180000000000064
"10",0.139999999999873,0.159999999999854,0.139999999999873,0.150000000000091,0.160000000000082,0.1400000000001,0.160000000000082,0.1400000000001,0.129999999999882,0.149999999999864,0.170000000000073,0.180000000000064,0.169999999999845,0.170000000000073,0.170000000000073,0.159999999999854,0.169999999999845,0.169999999999845,0.160000000000082,0.180000000000064
